STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Water source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,OBS_STATUS_4,Observation status 4,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2013,,303.6,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2014,,292.4,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2015,,296.8,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2016,,292.5,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2017,,296.1,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2018,,299.1,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2019,,290.1,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2020,,288.9,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2021,,292.6,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,CZE,Czechia,A,Annual,PUBLIC,Public water supply,M3,Cubic metres,GROUND,Fresh ground water,2022,,286.9,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2010,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2011,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2012,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2013,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2014,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2015,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2016,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2017,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2018,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2019,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2020,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2021,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,SURFACE,Fresh surface water,2022,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2010,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2011,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2012,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2013,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2014,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2015,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2016,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2017,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2018,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2019,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2020,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2021,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,DNK,Denmark,A,Annual,CONS,Construction,M3,Cubic metres,GROUND,Fresh ground water,2022,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2000,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2001,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2002,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2003,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2004,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2005,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2006,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2007,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2008,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2009,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2010,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2011,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2012,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2013,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2014,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2015,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2016,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2017,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2018,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2019,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,ESP,Spain,A,Annual,HH,Private households,M3,Cubic metres,GROUND,Fresh ground water,2020,,0,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1980,,203,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1985,,275,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1989,,295,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1990,,328,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1991,,302,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1992,,268,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1993,,239,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1994,,233,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1995,,247,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1996,,163,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1997,,237,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1998,,243,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,1999,,234,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2000,,198,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2001,,217,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2002,,183,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2003,,215,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2004,,259,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2005,,223.4,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2006,,187.6,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2007,,196.6,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2008,,281.8,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2009,,275.2,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2011,,84.2,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2019,,170.2771,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2020,,164.0988,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2021,,176.1446,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,EST,Estonia,A,Annual,MINE,Mining and quarrying,M3,Cubic metres,GROUND,Fresh ground water,2022,,179.8629,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,FRA,France,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1981,,3610.8513183594,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,FRA,France,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1982,,3367.6455078125,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,FRA,France,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1983,,3287.6162109375,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,FRA,France,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1984,,3283.1931152344,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,FRA,France,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1985,,5142,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,FRA,France,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1986,,3230.7551269531,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,FRA,France,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1987,,3058.3012695313,,A,Normal value,,,,,,,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT(1.0),Freshwater - abstractions,I,FRA,France,A,Annual,INDUSTRY,Manufacturing industry,M3,Cubic metres,TOTAL_ABSTRACT,Total freshwater,1988,,3021.7790527344,,A,Normal value,,,,,,,6,Millions,1,One
