STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Source of water,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,POL,Poland,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2016,,1238.128,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,POL,Poland,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2017,,1223.577,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,POL,Poland,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2018,,1280.759,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,POL,Poland,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2019,,1292.19,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,POL,Poland,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2020,,1299.95,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,POL,Poland,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2021,,1279.79,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,POL,Poland,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2022,,1286.53,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,1985,,999,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,1990,,1203,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,1995,,1230,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,1996,,1316,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,1997,,1291,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,1998,,1297,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,1999,,1188,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2000,,1106,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2001,,988,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2002,,811,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2003,,714,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2004,,552,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2005,,546,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2012,,602.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2013,,587.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2014,,495.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2015,,498.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2016,,502,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2017,,516,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2018,,516,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2019,,535.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2020,,591,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2021,,569,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ROU,Romania,A,Annual,PUB_HH,Households,M3,Cubic metres,PUBLIC,Public water supply,2022,,605.7032,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2000,,0.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2001,,0.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2002,,0.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2003,,0.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2004,,0.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2005,,0.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2006,,0.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2007,,0.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2008,,0.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2009,,0.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2010,,0.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2011,,0.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2012,,0.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2013,,0.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2014,,0.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2015,,0.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2016,,0.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2017,,0.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2018,,0.143,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2019,,0.14,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2020,,0.1162836,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2021,,0.11,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,SVN,Slovenia,A,Annual,PUB_PAPER,Paper products,M3,Cubic metres,PUBLIC,Public water supply,2022,,0.1,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,1995,,2.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2000,,1.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2004,,5.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2008,,1.95,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2010,,1.4,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2012,,1.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2014,,2.29,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2016,,1.73,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2018,,2.039,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2020,,1.949297,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_MET,Basic metals,M3,Cubic metres,PUBLIC,Public water supply,2022,,2.035746,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2008,,2761.34,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2010,,3013.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2012,,3318,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2014,,3681.82,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2016,,4028.34,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2018,,4319.929,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2020,,4624.558,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2022,,4881.693,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2008,,101.61,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2010,,115,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2012,,135.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2014,,111.81,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2016,,154.33,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2018,,159.726,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2020,,142.512,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,TUR,Türkiye,A,Annual,PUB_CONMAN,Industry and construction,M3,Cubic metres,PUBLIC,Public water supply,2022,,152.23,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1990,,945.09997558594,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1995,,555.29998779297,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1996,,530.90002441406,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1997,,456.39999389648,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1998,,429.29998779297,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1999,,444.39999389648,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2000,,603.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2001,,569.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2002,,552.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2003,,585.5,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2004,,565.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2005,,595.9,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2006,,594.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2007,,608.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2008,,618.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2009,,597.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2010,,559.6,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2011,,516.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2012,,535.7,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2013,,525.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2014,,500.2,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2015,,496.3,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2016,,479.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Freshwater - use,I,ARM,Armenia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2017,,572.2,,A,Normal value,6,Millions,1,One
